pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
2.0839336	1			828	Afdeling/name
3.334655	1	4.210957	1.0	243	Affligemse/adj
0.5041778	2			8188	Afghaans/adj
-0.037473775	3	-0.2425216	1.0	20848	Afrika/name
0.5216492	1	1.4167544	1.0	3963	Afrikaan/noun
0.47014022	4	1.0765758	3.0	16737	Afrikaans/adj
2.2818966	1			680	Afrikaans/noun
5.282698	1	6.1730766	1.0	34	Afro-Amerikanen/name
8.79275	1			1	Afvalkip/name
2.5008106	1	3.394051	1.0	549	Against/name
-1.0085498	1	-0.11644051	1.0	18542	Agalev/name
1.5409973	2	1.7398903	1.0	2913	Agnes/name
7.4064555	1			4	Agoragalerij/noun
1.7013407	1			1221	Agt/name
1.4207419	2	1.618035	1.0	3244	Ahoy/name
4.589551	1	5.4873366	1.0	68	Aillagon/name
1.9643265	3	1.7568624	1.0	2820	Aires/name
1.6685536	2			2546	Ajacied/noun
1.4839807	30	1.6139255	14.0	45888	Ajax/name
6.020161	1			16	Ajax_familie/noun
3.134837	1			291	Ajax_fan/noun
8.79275	1			1	Ajaxsjaaltjes/noun
