_id	_cws.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_idxs.church.foc10.nav.weight.nobound	_idxs.church.foc10.nav.selection.nobound	_idxs.church.foc10.nav.noweight.nobound	_idxs.church.foc10.all.weight.nobound	_idxs.church.foc10.all.selection.nobound	_idxs.church.foc10.all.noweight.nobound	_idxs.church.foc5.nav.weight.nobound	_idxs.church.foc5.nav.selection.nobound	_idxs.church.foc5.nav.noweight.nobound	_idxs.church.foc5.all.weight.nobound	_idxs.church.foc5.all.selection.nobound	_idxs.church.foc5.all.noweight.nobound	_idxs.church.foc10.nav.weight.bound	_idxs.church.foc10.nav.selection.bound	_idxs.church.foc10.nav.noweight.bound	_idxs.church.foc10.all.weight.bound	_idxs.church.foc10.all.selection.bound	_idxs.church.foc10.all.noweight.bound	_idxs.church.foc5.nav.weight.bound	_idxs.church.foc5.nav.selection.bound	_idxs.church.foc5.nav.noweight.bound	_idxs.church.foc5.all.weight.bound	_idxs.church.foc5.all.selection.bound	_idxs.church.foc5.all.noweight.bound
church/n/wlp_ie_g02/18929663	bell/n;father/n;michael/n;toll/v	bell/n;father/n;michael/n;toll/v	bell/n;blake/n;buy/v;father/n;michael/n;set/v;store/n;toll/v;year/n	bell/n;father/n;in/i;michael/n;toll/v	bell/n;father/n;in/i;michael/n;toll/v	before/i;bell/n;blake/n;buy/v;father/n;in/i;it/p;michael/n;set/v;store/n;toll/v;until/c;when/c;year/n	bell/n;toll/v	bell/n;toll/v	bell/n;buy/v;set/v;toll/v	bell/n;in/i;toll/v	bell/n;in/i;toll/v	bell/n;buy/v;in/i;it/p;set/v;toll/v;when/c	bell/n;father/n;michael/n;toll/v	bell/n;father/n;michael/n;toll/v	bell/n;blake/n;buy/v;father/n;michael/n;set/v;store/n;toll/v;year/n	bell/n;father/n;in/i;michael/n;toll/v	bell/n;father/n;in/i;michael/n;toll/v	before/i;bell/n;blake/n;buy/v;father/n;in/i;it/p;michael/n;set/v;store/n;toll/v;until/c;when/c;year/n	bell/n;toll/v	bell/n;toll/v	bell/n;buy/v;set/v;toll/v	bell/n;in/i;toll/v	bell/n;in/i;toll/v	bell/n;buy/v;in/i;it/p;set/v;toll/v;when/c	L7,L6,R3,R4	L7,L6,R3,R4	L9,L7,L6,L5,L4,L1,R3,R4,R9	L7,L6,R3,R4,R5	L7,L6,R3,R4,R5	L9,L8,L7,L6,L5,L4,L3,L1,R1,R3,R4,R5,R9,R10	R3,R4	R3,R4	L4,L1,R3,R4	R3,R4,R5	R3,R4,R5	L4,L3,L1,R1,R3,R4,R5	L7,L6,R3,R4	L7,L6,R3,R4	L9,L7,L6,L5,L4,L1,R3,R4,R9	L7,L6,R3,R4,R5	L7,L6,R3,R4,R5	L9,L8,L7,L6,L5,L4,L3,L1,R1,R3,R4,R5,R9,R10	R3,R4	R3,R4	L4,L1,R3,R4	R3,R4,R5	R3,R4,R5	L4,L3,L1,R1,R3,R4,R5
church/n/wlp_ie_g02/18980018	control/v;unelected/j	control/v;unelected/j	be/v;control/n;control/v;education/n;health/n;hse/n;manager/n;unelected/j	and/c;control/v;of/i;under/i;unelected/j	and/c;control/v;of/i;under/i;unelected/j	and/c;be/v;control/n;control/v;education/n;health/n;hse/n;manager/n;of/i;under/i;unelected/j	control/v;unelected/j	control/v;unelected/j	control/v;education/n;manager/n;unelected/j	and/c;control/v;of/i;unelected/j	and/c;control/v;of/i;unelected/j	and/c;control/v;education/n;manager/n;of/i;unelected/j	control/v;unelected/j	control/v;unelected/j	be/v;control/n;control/v;education/n;health/n;hse/n;manager/n;unelected/j	and/c;control/v;of/i;under/i;unelected/j	and/c;control/v;of/i;under/i;unelected/j	and/c;be/v;control/n;control/v;education/n;health/n;hse/n;manager/n;of/i;under/i;unelected/j	control/v;unelected/j	control/v;unelected/j	control/v;education/n;manager/n;unelected/j	and/c;control/v;of/i;unelected/j	and/c;control/v;of/i;unelected/j	and/c;control/v;education/n;manager/n;of/i;unelected/j	L3,R0	L3,R0	L9,L6,L3,L2,R0,R3,R5,R8,R9	L10,L8,L5,L3,R0,R2,R4	L10,L8,L5,L3,R0,R2,R4	L10,L9,L8,L6,L5,L3,L2,R0,R2,R3,R4,R5,R8,R9	L3,R0	L3,R0	L3,L2,R0,R3	L10,L5,L3,R0,R2,R4	L10,L5,L3,R0,R2,R4	L10,L5,L3,L2,R0,R2,R3,R4	L3,R0	L3,R0	L9,L6,L3,L2,R0,R3,R5,R8,R9	L10,L8,L5,L3,R0,R2,R4	L10,L8,L5,L3,R0,R2,R4	L10,L9,L8,L6,L5,L3,L2,R0,R2,R3,R4,R5,R8,R9	L3,R0	L3,R0	L3,L2,R0,R3	L10,L5,L3,R0,R2,R4	L10,L5,L3,R0,R2,R4	L10,L5,L3,L2,R0,R2,R3,R4
church/n/wlp_ie_g02/203633	ark/n;center/n;presbyterian/j;world/n	ark/n;center/n;presbyterian/j;world/n	ark/n;center/n;cultural/j;mean/v;opportunity/n;presbyterian/j;put/v;world/n	ark/n;center/n;in/i;presbyterian/j;world/n	ark/n;center/n;in/i;presbyterian/j;world/n	almost/r;ark/n;before/r;but/c;center/n;cultural/j;in/i;mean/v;now/r;opportunity/n;presbyterian/j;put/v;simply/r;world/n	presbyterian/j	presbyterian/j	mean/v;opportunity/n;presbyterian/j	presbyterian/j	presbyterian/j	almost/r;but/c;mean/v;now/r;opportunity/n;presbyterian/j	ark/n;center/n;presbyterian/j;world/n	ark/n;center/n;presbyterian/j;world/n	ark/n;center/n;cultural/j;mean/v;opportunity/n;presbyterian/j;put/v;world/n	ark/n;center/n;in/i;presbyterian/j;world/n	ark/n;center/n;in/i;presbyterian/j;world/n	almost/r;ark/n;but/c;center/n;cultural/j;in/i;mean/v;now/r;opportunity/n;presbyterian/j;put/v;simply/r;world/n	presbyterian/j	presbyterian/j	mean/v;opportunity/n;presbyterian/j	presbyterian/j	presbyterian/j	almost/r;but/c;mean/v;now/r;opportunity/n;presbyterian/j	L6,L0,R6,R10	L6,L0,R6,R10	L10,L6,L5,L4,L0,R6,R9,R10	L6,L0,R6,R7,R10	L6,L0,R6,R7,R10	L10,L9,L6,L5,L4,L0,R1,R2,R3,R6,R7,R9,R10	L0	L0	L5,L4,L0	L0	L0	L5,L4,L0,R1,R2,R3	L6,L0,R6,R10	L6,L0,R6,R10	L10,L6,L5,L4,L0,R6,R9,R10	L6,L0,R6,R7,R10	L6,L0,R6,R7,R10	L10,L9,L6,L5,L4,L0,R1,R2,R3,R6,R7,R9,R10	L0	L0	L5,L4,L0	L0	L0	L5,L4,L0,R1,R2,R3
church/n/wlp_ie_g02/21180583	group/n;lead/v	group/n;lead/v	come/v;group/n;interview/n;lead/v;listen/v;note/n;read/v;refundable/j;show/n	from/i;group/n;lead/v;or/c;to/i	from/i;group/n;lead/v;or/c;to/i	back/r;come/v;from/i;group/n;interview/n;lead/v;listen/v;note/n;or/c;read/v;refundable/j;show/n;they/p;to/i;when/c	group/n;lead/v	group/n;lead/v	group/n;lead/v;note/n;read/v;show/n	from/i;group/n;lead/v;or/c	from/i;group/n;lead/v;or/c	from/i;group/n;lead/v;note/n;or/c;read/v;show/n	group/n;lead/v	group/n;lead/v	come/v;group/n;lead/v;refundable/j	from/i;group/n;lead/v	from/i;group/n;lead/v	back/r;come/v;from/i;group/n;lead/v;refundable/j;they/p;when/c	group/n;lead/v	group/n;lead/v	group/n;lead/v	from/i;group/n;lead/v	from/i;group/n;lead/v	from/i;group/n;lead/v	L4,L2	L4,L2	L9,L6,L4,L2,R3,R5,R6,R8	L4,L2,L1,R7,R9	L4,L2,L1,R7,R9	L9,L8,L7,L6,L5,L4,L2,L1,R3,R5,R6,R7,R8,R9	L4,L2	L4,L2	L4,L2,R3,R5,R6	L4,L2,L1,R7	L4,L2,L1,R7	L4,L2,L1,R3,R5,R6,R7	L4,L2	L4,L2	L9,L6,L4,L2	L4,L2,L1	L4,L2,L1	L9,L8,L7,L6,L5,L4,L2,L1	L4,L2	L4,L2	L4,L2	L4,L2,L1	L4,L2,L1	L4,L2,L1
church/n/wlp_ie_g02/22048282	turvy/n	turvy/n	be/v;do/v;mean/v;turvy/n;whack/n	by/i;of/i;or/c;turvy/n	by/i;of/i;or/c;turvy/n	be/v;by/i;do/v;down/r;i/p;mean/v;of/i;or/c;out/i;that/c;turvy/n;upside/r;whack/n	turvy/n	turvy/n	be/v;do/v;turvy/n	of/i;or/c;turvy/n	of/i;or/c;turvy/n	be/v;do/v;of/i;or/c;out/i;turvy/n	turvy/n	turvy/n	be/v;do/v;mean/v;turvy/n;whack/n	by/i;of/i;or/c;turvy/n	by/i;of/i;or/c;turvy/n	be/v;by/i;do/v;down/r;i/p;mean/v;of/i;or/c;out/i;that/c;turvy/n;upside/r;whack/n	turvy/n	turvy/n	be/v;do/v;turvy/n	of/i;or/c;turvy/n	of/i;or/c;turvy/n	be/v;do/v;of/i;or/c;out/i;turvy/n	R2	R2	L4,L2,R0,R2,R6,R9	L8,R2,R3,R5	L8,R2,R3,R5	L10,L8,L5,L4,L2,L1,R0,R2,R3,R4,R5,R6,R8,R9,R10	R2	R2	L4,R0,R2	R2,R3,R5	R2,R3,R5	L4,R0,R2,R3,R4,R5	R2	R2	L4,L2,R0,R2,R6,R9	L8,R2,R3,R5	L8,R2,R3,R5	L10,L8,L5,L4,L2,L1,R0,R2,R3,R4,R5,R6,R8,R9,R10	R2	R2	L4,R0,R2	R2,R3,R5	R2,R3,R5	L4,R0,R2,R3,R4,R5
church/n/wlp_ie_g02/2792345	lay/v;need/n;reform/n;vital/j	lay/v;need/n;reform/n;vital/j	artistic/j;be/v;creation/n;lay/v;need/n;people/n;reform/n;song/n;vital/j	and/c;in/i;lay/v;need/n;of/i;reform/n;vital/j	and/c;in/i;lay/v;need/n;of/i;reform/n;vital/j	about/i;and/c;artistic/j;be/v;creation/n;for/i;in/i;lay/v;most/r;need/n;of/i;people/n;reform/n;song/n;vital/j	need/n;reform/n	need/n;reform/n	be/v;need/n;reform/n;song/n	in/i;need/n;reform/n	in/i;need/n;reform/n	be/v;for/i;in/i;most/r;need/n;reform/n;song/n	lay/v;need/n;reform/n;vital/j	lay/v;need/n;reform/n;vital/j	artistic/j;be/v;creation/n;lay/v;need/n;people/n;reform/n;song/n;vital/j	and/c;in/i;lay/v;need/n;of/i;reform/n;vital/j	and/c;in/i;lay/v;need/n;of/i;reform/n;vital/j	about/i;and/c;artistic/j;be/v;creation/n;for/i;in/i;lay/v;most/r;need/n;of/i;people/n;reform/n;song/n;vital/j	need/n;reform/n	need/n;reform/n	be/v;need/n;reform/n;song/n	in/i;need/n;reform/n	in/i;need/n;reform/n	be/v;for/i;in/i;most/r;need/n;reform/n;song/n	L8,L4,L2,R6	L8,L4,L2,R6	L8,L7,L4,L2,R2,R3,R6,R9,R10	L9,L8,L4,L2,L1,R6,R7	L9,L8,L4,L2,L1,R6,R7	L9,L8,L7,L6,L4,L3,L2,L1,R2,R3,R5,R6,R7,R9,R10	L4,L2	L4,L2	L4,L2,R2,R3	L4,L2,L1	L4,L2,L1	L4,L3,L2,L1,R2,R3,R5	L8,L4,L2,R6	L8,L4,L2,R6	L8,L7,L4,L2,R2,R3,R6,R9,R10	L9,L8,L4,L2,L1,R6,R7	L9,L8,L4,L2,L1,R6,R7	L9,L8,L7,L6,L4,L3,L2,L1,R2,R3,R5,R6,R7,R9,R10	L4,L2	L4,L2	L4,L2,R2,R3	L4,L2,L1	L4,L2,L1	L4,L3,L2,L1,R2,R3,R5
church/n/wlp_ie_g02/4927810	challenge/v;continue/v;heart/n;stand/v	challenge/v;continue/v;heart/n;stand/v	battle/n;challenge/v;change/n;continue/v;heart/n;mind/n;people/n;social/j;stand/v	and/c;challenge/v;continue/v;heart/n;in/i;stand/v	and/c;challenge/v;continue/v;heart/n;in/i;stand/v	and/c;battle/n;challenge/v;change/n;continue/v;for/i;heart/n;in/i;mind/n;people/n;social/j;stand/v;we/p	challenge/v;continue/v	challenge/v;continue/v	battle/n;challenge/v;continue/v;social/j	challenge/v;continue/v;in/i	challenge/v;continue/v;in/i	battle/n;challenge/v;continue/v;in/i;social/j	challenge/v;continue/v;stand/v	challenge/v;continue/v;stand/v	battle/n;challenge/v;change/n;continue/v;social/j;stand/v	challenge/v;continue/v;in/i;stand/v	challenge/v;continue/v;in/i;stand/v	battle/n;challenge/v;change/n;continue/v;for/i;in/i;social/j;stand/v;we/p	challenge/v;continue/v	challenge/v;continue/v	battle/n;challenge/v;continue/v;social/j	challenge/v;continue/v;in/i	challenge/v;continue/v;in/i	battle/n;challenge/v;continue/v;in/i;social/j	L9,L3,L1,R8	L9,L3,L1,R8	L9,L7,L3,L1,R2,R4,R5,R8	L9,L8,L3,L1,R0,R8	L9,L8,L3,L1,R0,R8	L9,L8,L7,L4,L3,L1,R0,R2,R3,R4,R5,R7,R8,R9	L3,L1	L3,L1	L3,L1,R2,R4	L3,L1,R0	L3,L1,R0	L3,L1,R0,R2,R4	L3,L1,R8	L3,L1,R8	L3,L1,R2,R4,R5,R8	L3,L1,R0,R8	L3,L1,R0,R8	L4,L3,L1,R0,R2,R3,R4,R5,R7,R8,R9	L3,L1	L3,L1	L3,L1,R2,R4	L3,L1,R0	L3,L1,R0	L3,L1,R0,R2,R4
church/n/wlp_ie_g02/6045173	attack/n;burn/v;catholic/j;primary/j	attack/n;burn/v;catholic/j;primary/j	attack/n;burn/v;catholic/j;nativist/n;primary/j;riot/n;series/n;target/n	attack/n;burn/v;catholic/j;of/i;primary/j	attack/n;burn/v;catholic/j;of/i;primary/j	attack/n;burn/v;catholic/j;during/i;nativist/n;of/i;primary/j;riot/n;series/n;target/n	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j;nativist/n;series/n	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j;during/i;nativist/n;series/n	attack/n;burn/v;catholic/j;primary/j	attack/n;burn/v;catholic/j;primary/j	attack/n;burn/v;catholic/j;nativist/n;primary/j;riot/n;series/n;target/n	attack/n;burn/v;catholic/j;of/i;primary/j	attack/n;burn/v;catholic/j;of/i;primary/j	attack/n;burn/v;catholic/j;during/i;nativist/n;of/i;primary/j;riot/n;series/n;target/n	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j;nativist/n;series/n	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j	attack/n;burn/v;catholic/j;during/i;nativist/n;series/n	L9,L4,L0,R0	L9,L4,L0,R0	L9,L8,L5,L4,L0,R0,R3,R5,R10	L9,L7,L4,L2,L0,R0,R4,R8	L9,L7,L4,L2,L0,R0,R4,R8	L9,L8,L7,L5,L4,L2,L0,R0,R1,R3,R4,R5,R8,R10	L4,L0,R0	L4,L0,R0	L5,L4,L0,R0,R3	L4,L0,R0	L4,L0,R0	L5,L4,L0,R0,R1,R3	L9,L4,L0,R0	L9,L4,L0,R0	L9,L8,L5,L4,L0,R0,R3,R5,R10	L9,L7,L4,L2,L0,R0,R4,R8	L9,L7,L4,L2,L0,R0,R4,R8	L9,L8,L7,L5,L4,L2,L0,R0,R1,R3,R4,R5,R8,R10	L4,L0,R0	L4,L0,R0	L5,L4,L0,R0,R3	L4,L0,R0	L4,L0,R0	L5,L4,L0,R0,R1,R3
church/n/wlp_ie_g02/6081819	dean/n;dedication/n;heart/n;name/v;notable/j;parish/n;sacred/j;vicar/n	dean/n;dedication/n;heart/n;name/v;notable/j;parish/n;sacred/j;vicar/n	be/v;dean/n;decide/v;dedication/n;general/n;heart/n;name/v;notable/j;parish/n;perform/v;sacred/j;vicar/n	as/i;dean/n;dedication/n;heart/n;name/v;notable/j;parish/n;sacred/j;vicar/n	as/i;dean/n;dedication/n;heart/n;name/v;notable/j;parish/n;sacred/j;vicar/n	as/i;be/v;dean/n;decide/v;dedication/n;general/n;heart/n;it/p;name/v;notable/j;parish/n;perform/v;sacred/j;so/c;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;general/n;heart/n;name/v;perform/v;sacred/j;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;general/n;heart/n;it/p;name/v;perform/v;sacred/j;vicar/n	dean/n;dedication/n;heart/n;name/v;sacred/j;vicar/n	dean/n;dedication/n;heart/n;name/v;sacred/j;vicar/n	be/v;dean/n;decide/v;dedication/n;general/n;heart/n;name/v;perform/v;sacred/j;vicar/n	dean/n;dedication/n;heart/n;name/v;sacred/j;vicar/n	dean/n;dedication/n;heart/n;name/v;sacred/j;vicar/n	be/v;dean/n;decide/v;dedication/n;general/n;heart/n;it/p;name/v;perform/v;sacred/j;so/c;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;general/n;heart/n;name/v;perform/v;sacred/j;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;heart/n;name/v;sacred/j;vicar/n	dean/n;general/n;heart/n;it/p;name/v;perform/v;sacred/j;vicar/n	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L7,L6,L4,L1,L0,R4,R7,R8,R10	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L9,L8,L7,L6,L4,L3,L1,L0,R4,R7,R8,R10	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7,R8,R10	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L8,L4,L3,L1,L0,R4,R7,R8,R10	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L7,L6,L4,L1,L0,R4,R7,R8,R10	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L9,L8,L7,L6,L4,L3,L1,L0,R4,R7,R8,R10	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7,R8,R10	L10,L4,L1,L0,R4,R7	L10,L4,L1,L0,R4,R7	L10,L8,L4,L3,L1,L0,R4,R7,R8,R10
church/n/wlp_ie_g02/6378268	insist/v;institutional/j	insist/v;institutional/j	atonement/n;be/v;change/v;do/v;have/v;insist/v;institutional/j;token/n	and/c;fundamentally/r;insist/v;institutional/j;of/i	and/c;fundamentally/r;insist/v;institutional/j;of/i	and/c;atonement/n;be/v;but/c;change/v;do/v;fundamentally/r;have/v;he/p;if/c;insist/v;institutional/j;it/p;of/i;quickly/r;that/c;token/n	insist/v;institutional/j	insist/v;institutional/j	change/v;do/v;have/v;insist/v;institutional/j	and/c;insist/v;institutional/j	and/c;insist/v;institutional/j	and/c;change/v;do/v;have/v;insist/v;institutional/j;quickly/r;that/c	insist/v;institutional/j	insist/v;institutional/j	atonement/n;be/v;change/v;do/v;have/v;insist/v;institutional/j;token/n	and/c;fundamentally/r;insist/v;institutional/j;of/i	and/c;fundamentally/r;insist/v;institutional/j;of/i	and/c;atonement/n;be/v;but/c;change/v;do/v;fundamentally/r;have/v;he/p;if/c;insist/v;institutional/j;it/p;of/i;quickly/r;that/c;token/n	insist/v;institutional/j	insist/v;institutional/j	change/v;do/v;have/v;insist/v;institutional/j	and/c;insist/v;institutional/j	and/c;insist/v;institutional/j	and/c;change/v;do/v;have/v;insist/v;institutional/j;quickly/r;that/c	L3,L0	L3,L0	L9,L4,L3,L0,R0,R2,R8	L10,L3,L0,R4,R5	L10,L3,L0,R4,R5	L10,L9,L6,L5,L4,L3,L2,L0,R0,R2,R3,R4,R5,R6,R7,R8	L3,L0	L3,L0	L4,L3,L0,R0,R2	L3,L0,R4	L3,L0,R4	L4,L3,L2,L0,R0,R2,R3,R4	L3,L0	L3,L0	L9,L4,L3,L0,R0,R2,R8	L10,L3,L0,R4,R5	L10,L3,L0,R4,R5	L10,L9,L6,L5,L4,L3,L2,L0,R0,R2,R3,R4,R5,R6,R7,R8	L3,L0	L3,L0	L4,L3,L0,R0,R2	L3,L0,R4	L3,L0,R4	L4,L3,L2,L0,R0,R2,R3,R4
church/n/wlp_ie_g02/6565169	service/n	service/n	aids/n;can/v;do/v;expect/v;see/v;service/n;visual/j;while/n	service/n	service/n	again/r;aids/n;can/v;do/v;during/i;expect/v;for/i;see/v;service/n;visual/j;we/p;while/n;you/p;yourself/p	service/n	service/n	expect/v;service/n;while/n	service/n	service/n	again/r;during/i;expect/v;service/n;while/n	service/n	service/n	aids/n;can/v;do/v;expect/v;see/v;service/n;visual/j;while/n	service/n	service/n	again/r;aids/n;can/v;do/v;during/i;expect/v;for/i;see/v;service/n;visual/j;we/p;while/n;you/p;yourself/p	service/n	service/n	expect/v;service/n;while/n	service/n	service/n	again/r;during/i;expect/v;service/n;while/n	R0	R0	L9,L8,L6,L4,L2,R0,R4,R7,R8	R0	R0	L9,L8,L7,L6,L4,L2,L1,R0,R1,R2,R4,R6,R7,R8,R9,R10	R0	R0	L4,R0,R4	R0	R0	L4,L1,R0,R1,R4	R0	R0	L9,L8,L6,L4,L2,R0,R4,R7,R8	R0	R0	L9,L8,L7,L6,L4,L2,L1,R0,R1,R2,R4,R6,R7,R8,R9,R10	R0	R0	L4,R0,R4	R0	R0	L4,L1,R0,R1,R4
church/n/wlp_ie_g02/7171196	acton/n;new/j;plain/n;saint/n;thomas/n	acton/n;new/j;plain/n;saint/n;thomas/n	acton/n;be/v;cell/n;incorrect/j;mean/v;new/j;plain/n;saint/n;thomas/n	acton/n;new/j;of/i;or/c;plain/n;saint/n;thomas/n	acton/n;new/j;of/i;or/c;plain/n;saint/n;thomas/n	acton/n;be/v;but/c;cell/n;incorrect/j;it/p;mean/v;new/j;of/i;or/c;plain/n;quite/r;saint/n;thomas/n;too/r	acton/n;new/j;plain/n	acton/n;new/j;plain/n	acton/n;mean/v;new/j;plain/n	acton/n;new/j;of/i;plain/n	acton/n;new/j;of/i;plain/n	acton/n;mean/v;new/j;of/i;plain/n;quite/r	acton/n;new/j;plain/n;saint/n;thomas/n	acton/n;new/j;plain/n;saint/n;thomas/n	acton/n;be/v;cell/n;incorrect/j;mean/v;new/j;plain/n;saint/n;thomas/n	acton/n;new/j;of/i;or/c;plain/n;saint/n;thomas/n	acton/n;new/j;of/i;or/c;plain/n;saint/n;thomas/n	acton/n;be/v;but/c;cell/n;incorrect/j;it/p;mean/v;new/j;of/i;or/c;plain/n;quite/r;saint/n;thomas/n;too/r	acton/n;new/j;plain/n	acton/n;new/j;plain/n	acton/n;mean/v;new/j;plain/n	acton/n;new/j;of/i;plain/n	acton/n;new/j;of/i;plain/n	acton/n;mean/v;new/j;of/i;plain/n;quite/r	L9,L8,L5,R2	L9,L8,L5,R2	L9,L8,L5,L2,R2,R5,R7	L9,L8,L5,R0,R2	L9,L8,L5,R0,R2	L9,L8,L5,L2,R0,R2,R5,R6,R7,R9,R10	L8,L5,R2	L8,L5,R2	L8,L5,L2,R2	L8,L5,R0,R2	L8,L5,R0,R2	L8,L5,L2,R0,R2,R6	L9,L8,L5,R2	L9,L8,L5,R2	L9,L8,L5,L2,R2,R5,R7	L9,L8,L5,R0,R2	L9,L8,L5,R0,R2	L9,L8,L5,L2,R0,R2,R5,R6,R7,R9,R10	L8,L5,R2	L8,L5,R2	L8,L5,L2,R2	L8,L5,R0,R2	L8,L5,R0,R2	L8,L5,L2,R0,R2,R6
church/n/wlp_ie_g02/7608563	accuse/v;critic/n;matter/n;silent/j	accuse/v;critic/n;matter/n;silent/j	accuse/v;agree/v;critic/n;have/v;matter/n;silent/j;stay/v;will/v	accuse/v;and/c;critic/n;matter/n;of/i;or/c;silent/j	accuse/v;and/c;critic/n;matter/n;of/i;or/c;silent/j	accuse/v;agree/v;and/c;critic/n;have/v;he/p;if/c;it/p;matter/n;of/i;or/c;she/p;silent/j;stay/v;will/v;with/i	critic/n;silent/j	critic/n;silent/j	agree/v;critic/n;have/v;silent/j;stay/v	and/c;critic/n;silent/j	and/c;critic/n;silent/j	agree/v;and/c;critic/n;have/v;if/c;silent/j;stay/v;with/i	accuse/v;critic/n;matter/n;silent/j	accuse/v;critic/n;matter/n;silent/j	accuse/v;agree/v;critic/n;have/v;matter/n;silent/j;stay/v;will/v	accuse/v;and/c;critic/n;matter/n;of/i;or/c;silent/j	accuse/v;and/c;critic/n;matter/n;of/i;or/c;silent/j	accuse/v;agree/v;and/c;critic/n;have/v;he/p;if/c;it/p;matter/n;of/i;or/c;she/p;silent/j;stay/v;will/v;with/i	critic/n;silent/j	critic/n;silent/j	agree/v;critic/n;have/v;silent/j;stay/v	and/c;critic/n;silent/j	and/c;critic/n;silent/j	agree/v;and/c;critic/n;have/v;if/c;silent/j;stay/v;with/i	L9,R2,R5,R7	L9,R2,R5,R7	L9,L5,R0,R1,R2,R5,R6,R7	L9,L7,L2,R2,R5,R7,R9	L9,L7,L2,R2,R5,R7,R9	L9,L8,L7,L6,L5,L4,L2,L1,R0,R1,R2,R5,R6,R7,R8,R9	R2,R5	R2,R5	L5,R0,R1,R2,R5	L2,R2,R5	L2,R2,R5	L5,L4,L2,L1,R0,R1,R2,R5	L9,R2,R5,R7	L9,R2,R5,R7	L9,L5,R0,R1,R2,R5,R6,R7	L9,L7,L2,R2,R5,R7,R9	L9,L7,L2,R2,R5,R7,R9	L9,L8,L7,L6,L5,L4,L2,L1,R0,R1,R2,R5,R6,R7,R8,R9	R2,R5	R2,R5	L5,R0,R1,R2,R5	L2,R2,R5	L2,R2,R5	L5,L4,L2,L1,R0,R1,R2,R5
