_id	_cws.zwart.foc10.nav.weight.bound	_cws.zwart.foc10.nav.selection.bound	_cws.zwart.foc10.nav.noweight.bound	_cws.zwart.foc10.all.weight.bound	_cws.zwart.foc10.all.selection.bound	_cws.zwart.foc10.all.noweight.bound	_cws.zwart.foc5.nav.weight.bound	_cws.zwart.foc5.nav.selection.bound	_cws.zwart.foc5.nav.noweight.bound	_cws.zwart.foc5.all.weight.bound	_cws.zwart.foc5.all.selection.bound	_cws.zwart.foc5.all.noweight.bound	_cws.zwart.foc10.nav.weight.nobound	_cws.zwart.foc10.nav.selection.nobound	_cws.zwart.foc10.nav.noweight.nobound	_cws.zwart.foc10.all.weight.nobound	_cws.zwart.foc10.all.selection.nobound	_cws.zwart.foc10.all.noweight.nobound	_cws.zwart.foc5.nav.weight.nobound	_cws.zwart.foc5.nav.selection.nobound	_cws.zwart.foc5.nav.noweight.nobound	_cws.zwart.foc5.all.weight.nobound	_cws.zwart.foc5.all.selection.nobound	_cws.zwart.foc5.all.noweight.nobound	_idxs.zwart.foc10.nav.weight.bound	_idxs.zwart.foc10.nav.selection.bound	_idxs.zwart.foc10.nav.noweight.bound	_idxs.zwart.foc10.all.weight.bound	_idxs.zwart.foc10.all.selection.bound	_idxs.zwart.foc10.all.noweight.bound	_idxs.zwart.foc5.nav.weight.bound	_idxs.zwart.foc5.nav.selection.bound	_idxs.zwart.foc5.nav.noweight.bound	_idxs.zwart.foc5.all.weight.bound	_idxs.zwart.foc5.all.selection.bound	_idxs.zwart.foc5.all.noweight.bound	_idxs.zwart.foc10.nav.weight.nobound	_idxs.zwart.foc10.nav.selection.nobound	_idxs.zwart.foc10.nav.noweight.nobound	_idxs.zwart.foc10.all.weight.nobound	_idxs.zwart.foc10.all.selection.nobound	_idxs.zwart.foc10.all.noweight.nobound	_idxs.zwart.foc5.nav.weight.nobound	_idxs.zwart.foc5.nav.selection.nobound	_idxs.zwart.foc5.nav.noweight.nobound	_idxs.zwart.foc5.all.weight.nobound	_idxs.zwart.foc5.all.selection.nobound	_idxs.zwart.foc5.all.noweight.nobound
zwart/adj/de_morgen_20030826_01_6/262	gelijk/adj;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	gelijk/adj;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	gelijk/adj;moet/verb;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	een/det;gelijk/adj;met/prep;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	een/det;gelijk/adj;met/prep;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	een/det;gelijk/adj;met/prep;moet/verb;politicus/noun;prothese/noun;rechte/noun;wel/adv;wit/adj;zwart/adj	gelijk/adj;prothese/noun;rechte/noun;wit/adj	gelijk/adj;prothese/noun;rechte/noun;wit/adj	gelijk/adj;moet/verb;prothese/noun;rechte/noun;wit/adj	een/det;gelijk/adj;met/prep;prothese/noun;rechte/noun;wit/adj	een/det;gelijk/adj;met/prep;prothese/noun;rechte/noun;wit/adj	een/det;gelijk/adj;met/prep;moet/verb;prothese/noun;rechte/noun;wel/adv;wit/adj	gelijk/adj;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	gelijk/adj;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	gelijk/adj;kan/verb;moet/verb;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	een/det;gelijk/adj;met/prep;net/adv;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	een/det;gelijk/adj;met/prep;net/adv;politicus/noun;prothese/noun;rechte/noun;wit/adj;zwart/adj	een/det;gelijk/adj;je/pron;kan/verb;met/prep;moet/verb;net/adv;politicus/noun;prothese/noun;rechte/noun;wel/adv;wit/adj;zwart/adj	gelijk/adj;prothese/noun;rechte/noun;wit/adj	gelijk/adj;prothese/noun;rechte/noun;wit/adj	gelijk/adj;moet/verb;prothese/noun;rechte/noun;wit/adj	een/det;gelijk/adj;met/prep;prothese/noun;rechte/noun;wit/adj	een/det;gelijk/adj;met/prep;prothese/noun;rechte/noun;wit/adj	een/det;gelijk/adj;met/prep;moet/verb;prothese/noun;rechte/noun;wel/adv;wit/adj	L9,L8,L6,L3,L2,R3,R4	L9,L8,L6,L3,L2,R3,R4	L9,L8,L6,L3,L2,R0,R3,R4	L9,L8,L6,L3,L2,L0,R2,R3,R4	L9,L8,L6,L3,L2,L0,R2,R3,R4	L9,L8,L6,L3,L2,L0,R0,R1,R2,R3,R4	L3,L2,R3,R4	L3,L2,R3,R4	L3,L2,R0,R3,R4	L3,L2,L0,R2,R3,R4	L3,L2,L0,R2,R3,R4	L3,L2,L0,R0,R1,R2,R3,R4	L9,L8,L6,L3,L2,R3,R4	L9,L8,L6,L3,L2,R3,R4	L9,L8,L6,L3,L2,R0,R3,R4	L9,L8,L6,L3,L2,L0,R2,R3,R4	L9,L8,L6,L3,L2,L0,R2,R3,R4	L9,L8,L6,L3,L2,L0,R0,R1,R2,R3,R4,R9	L3,L2,R3,R4	L3,L2,R3,R4	L3,L2,R0,R3,R4	L3,L2,L0,R2,R3,R4	L3,L2,L0,R2,R3,R4	L3,L2,L0,R0,R1,R2,R3,R4
zwart/adj/de_morgen_20030918_01_117/241	ben/verb;bind/verb;publiek/noun	ben/verb;bind/verb;publiek/noun	ben/verb;bind/verb;faal/verb;gebrekkig/adj;het/noun;publiek/noun;steun/noun	ben/verb;bind/verb;de/det;een/det;publiek/noun;vooral/adv;zich/pron	ben/verb;bind/verb;de/det;een/det;publiek/noun;vooral/adv;zich/pron	aan/prep;ben/verb;bind/verb;de/det;een/det;faal/verb;gebrekkig/adj;het/det;het/noun;publiek/noun;steun/noun;van/prep;vooral/adv;zich/pron	bind/verb;publiek/noun	bind/verb;publiek/noun	bind/verb;faal/verb;publiek/noun	bind/verb;een/det;publiek/noun;zich/pron	bind/verb;een/det;publiek/noun;zich/pron	aan/prep;bind/verb;een/det;faal/verb;het/det;publiek/noun;zich/pron	ben/verb;bind/verb;publiek/noun	ben/verb;bind/verb;publiek/noun	ben/verb;bind/verb;faal/verb;gebrekkig/adj;het/noun;publiek/noun;steun/noun	ben/verb;bind/verb;de/det;een/det;publiek/noun;vooral/adv;zich/pron	ben/verb;bind/verb;de/det;een/det;publiek/noun;vooral/adv;zich/pron	aan/prep;ben/verb;bind/verb;de/det;een/det;faal/verb;gebrekkig/adj;het/det;het/noun;publiek/noun;steun/noun;van/prep;vooral/adv;zich/pron	bind/verb;publiek/noun	bind/verb;publiek/noun	bind/verb;faal/verb;publiek/noun	bind/verb;een/det;publiek/noun;zich/pron	bind/verb;een/det;publiek/noun;zich/pron	aan/prep;bind/verb;een/det;faal/verb;het/det;publiek/noun;zich/pron	R0,R4,R6	R0,R4,R6	L9,L8,L2,R0,R4,R6,R7	L6,L0,R0,R2,R4,R6,R8	L6,L0,R0,R2,R4,R6,R8	L9,L8,L7,L6,L3,L2,L0,R0,R1,R2,R4,R6,R7,R8	R0,R4	R0,R4	L2,R0,R4	L0,R0,R2,R4	L0,R0,R2,R4	L3,L2,L0,R0,R1,R2,R4	R0,R4,R6	R0,R4,R6	L9,L8,L2,R0,R4,R6,R7	L6,L0,R0,R2,R4,R6,R8	L6,L0,R0,R2,R4,R6,R8	L9,L8,L7,L6,L3,L2,L0,R0,R1,R2,R4,R6,R7,R8	R0,R4	R0,R4	L2,R0,R4	L0,R0,R2,R4	L0,R0,R2,R4	L3,L2,L0,R0,R1,R2,R4
zwart/adj/de_morgen_20031203_01_13/208	ben/verb;horizontaal/adj;maak/verb;rood/noun	ben/verb;horizontaal/adj;maak/verb;rood/noun	ben/verb;horizontaal/adj;maak/verb;rood/noun	ben/verb;bovenaan/adv;horizontaal/adj;maak/verb;met/prep;onderaan/adv;rood/noun;uit/prep	ben/verb;bovenaan/adv;horizontaal/adj;maak/verb;met/prep;onderaan/adv;rood/noun;uit/prep	ben/verb;bovenaan/adv;horizontaal/adj;maak/verb;met/prep;onderaan/adv;rood/noun;uit/prep				bovenaan/adv;met/prep;onderaan/adv;rood/noun	bovenaan/adv;met/prep;onderaan/adv;rood/noun	bovenaan/adv;met/prep;onderaan/adv;rood/noun	ben/verb;horizontaal/adj;maak/verb;rood/noun;toevallig/adj	ben/verb;horizontaal/adj;maak/verb;rood/noun;toevallig/adj	ben/verb;goed/adj;horizontaal/adj;keuze/noun;maak/verb;rood/noun;toevallig/adj;waarschijnlijk/adj	ben/verb;bovenaan/adv;horizontaal/adj;maak/verb;met/prep;onderaan/adv;rood/noun;toevallig/adj;uit/prep	ben/verb;bovenaan/adv;horizontaal/adj;maak/verb;met/prep;onderaan/adv;rood/noun;toevallig/adj;uit/prep	ben/verb;bovenaan/adv;goed/adj;horizontaal/adj;keuze/noun;maak/verb;met/prep;onderaan/adv;rood/noun;toevallig/adj;uit/prep;waarschijnlijk/adj;zo/adv			rood/noun;waarschijnlijk/adj	bovenaan/adv;met/prep;onderaan/adv;rood/noun	bovenaan/adv;met/prep;onderaan/adv;rood/noun	bovenaan/adv;met/prep;onderaan/adv;rood/noun;waarschijnlijk/adj;zo/adv	L9,L8,L6,L2	L9,L8,L6,L2	L9,L8,L6,L2	L9,L8,L7,L6,L3,L2,L1,R0	L9,L8,L7,L6,L3,L2,L1,R0	L9,L8,L7,L6,L3,L2,L1,R0				L3,L2,L1,R0	L3,L2,L1,R0	L3,L2,L1,R0	L9,L8,L6,L2,R9	L9,L8,L6,L2,R9	L9,L8,L6,L2,R4,R7,R9	L9,L8,L7,L6,L3,L2,L1,R0,R9	L9,L8,L7,L6,L3,L2,L1,R0,R9	L9,L8,L7,L6,L3,L2,L1,R0,R4,R6,R7,R9			L2,R4	L3,L2,L1,R0	L3,L2,L1,R0	L3,L2,L1,R0,R4,R6
zwart/adj/de_morgen_20031231_01_92/1140			ander/adj;ken/verb;land/noun;niets/noun;republiek/noun;wereld/noun	bijna/adv;de/det;ooit/adv;republiek/noun	bijna/adv;de/det;ooit/adv;republiek/noun	ander/adj;bijna/adv;de/det;het/det;ken/verb;land/noun;niets/noun;ooit/adv;republiek/noun;te/prep;wereld/noun			ken/verb;republiek/noun;wereld/noun	de/det;ooit/adv;republiek/noun	de/det;ooit/adv;republiek/noun	de/det;het/det;ken/verb;ooit/adv;republiek/noun;te/prep;wereld/noun			ander/adj;jaar/noun;januari/noun;ken/verb;land/noun;niets/noun;republiek/noun;wereld/noun	bijna/adv;de/det;ooit/adv;op/prep;republiek/noun	bijna/adv;de/det;ooit/adv;op/prep;republiek/noun	ander/adj;bijna/adv;de/det;het/det;jaar/noun;januari/noun;ken/verb;land/noun;niets/noun;ooit/adv;op/prep;republiek/noun;te/prep;wereld/noun			jaar/noun;ken/verb;republiek/noun;wereld/noun	de/det;ooit/adv;republiek/noun	de/det;ooit/adv;republiek/noun	de/det;het/det;jaar/noun;ken/verb;ooit/adv;republiek/noun;te/prep;wereld/noun			R0,R2,R3,R5,R7,R8	L2,L1,R0,R6	L2,L1,R0,R6	L2,L1,R0,R1,R2,R3,R4,R5,R6,R7,R8			R0,R2,R3	L2,L1,R0	L2,L1,R0	L2,L1,R0,R1,R2,R3,R4			L9,L6,R0,R2,R3,R5,R7,R8	L2,L1,R0,R6	L2,L1,R0,R6	L9,L6,L2,L1,R0,R1,R2,R3,R4,R5,R6,R7,R8			L6,R0,R2,R3	L2,L1,R0	L2,L1,R0	L6,L2,L1,R0,R1,R2,R3,R4
zwart/adj/de_morgen_20040124_01_182/51	ben/verb;weduwe/noun	ben/verb;weduwe/noun	ben/verb;hoe/adj;weduwe/noun	ben/verb;de/det;weduwe/noun	ben/verb;de/det;weduwe/noun	ben/verb;de/det;hoe/adj;weduwe/noun	ben/verb;weduwe/noun	ben/verb;weduwe/noun	ben/verb;hoe/adj;weduwe/noun	ben/verb;de/det;weduwe/noun	ben/verb;de/det;weduwe/noun	ben/verb;de/det;hoe/adj;weduwe/noun	ben/verb;weduwe/noun	ben/verb;weduwe/noun	assisenproces/noun;begin/verb;ben/verb;hoe/adj;kom/verb;maandag/noun;weduwe/noun	als/prep;ben/verb;de/det;hier/adv;in/prep;weduwe/noun	als/prep;ben/verb;de/det;hier/adv;in/prep;weduwe/noun	als/prep;assisenproces/noun;begin/verb;ben/verb;de/det;het/det;hier/adv;hoe/adj;in/prep;kom/verb;maandag/noun;weduwe/noun	ben/verb;weduwe/noun	ben/verb;weduwe/noun	ben/verb;hoe/adj;maandag/noun;weduwe/noun	ben/verb;de/det;weduwe/noun	ben/verb;de/det;weduwe/noun	ben/verb;de/det;hoe/adj;maandag/noun;weduwe/noun	R0,R2	R0,R2	L0,R0,R2	R0,R1,R2	R0,R1,R2	L0,R0,R1,R2	R0,R2	R0,R2	L0,R0,R2	R0,R1,R2	R0,R1,R2	L0,R0,R1,R2	R0,R2	R0,R2	L9,L0,R0,R2,R6,R7	R0,R1,R2,R8	R0,R1,R2,R8	L9,L0,R0,R1,R2,R6,R7,R8	R0,R2	R0,R2	L0,R0,R2,R6	R0,R1,R2	R0,R1,R2	L0,R0,R1,R2,R6
zwart/adj/de_morgen_20040218_01_128/90	aangifte/noun;bevrijd/adj;eenmalig/adj;geld/noun	aangifte/noun;bevrijd/adj;eenmalig/adj;geld/noun	aangifte/noun;betaal/verb;bevrijd/adj;buitenlands/adj;eenmalig/adj;geld/noun;kan/verb	aangifte/noun;bevrijd/adj;de/det;eenmalig/adj;geld/noun;zijn/det	aangifte/noun;bevrijd/adj;de/det;eenmalig/adj;geld/noun;zijn/det	aangifte/noun;betaal/verb;bevrijd/adj;buitenlands/adj;de/det;eenmalig/adj;geld/noun;het/det;kan/verb;naar/prep;zijn/det			buitenlands/adj;geld/noun;kan/verb	de/det;geld/noun;zijn/det	de/det;geld/noun;zijn/det	buitenlands/adj;de/det;geld/noun;kan/verb;naar/prep;zijn/det	aangifte/noun;bevrijd/adj;eenmalig/adj;geld/noun	aangifte/noun;bevrijd/adj;eenmalig/adj;geld/noun	aangifte/noun;betaal/verb;bevrijd/adj;buitenlands/adj;eenmalig/adj;geld/noun;kan/verb	aangifte/noun;bevrijd/adj;de/det;eenmalig/adj;geld/noun;zijn/det	aangifte/noun;bevrijd/adj;de/det;eenmalig/adj;geld/noun;zijn/det	aangifte/noun;betaal/verb;bevrijd/adj;buitenlands/adj;de/det;eenmalig/adj;geld/noun;het/det;kan/verb;naar/prep;zijn/det			buitenlands/adj;geld/noun;kan/verb	de/det;geld/noun;zijn/det	de/det;geld/noun;zijn/det	buitenlands/adj;de/det;geld/noun;kan/verb;naar/prep;zijn/det	L8,L7,L6,R0,R8	L8,L7,L6,R0,R8	L8,L7,L6,L4,L0,R0,R8,R9	L9,L8,L7,L6,L3,L1,R0,R8	L9,L8,L7,L6,L3,L1,R0,R8	L9,L8,L7,L6,L4,L3,L1,L0,R0,R1,R7,R8,R9			L4,L0,R0	L9,L3,L1,R0	L9,L3,L1,R0	L9,L4,L3,L1,L0,R0,R1	L8,L7,L6,R0,R8	L8,L7,L6,R0,R8	L8,L7,L6,L4,L0,R0,R8,R9	L9,L8,L7,L6,L3,L1,R0,R8	L9,L8,L7,L6,L3,L1,R0,R8	L9,L8,L7,L6,L4,L3,L1,L0,R0,R1,R7,R8,R9			L4,L0,R0	L9,L3,L1,R0	L9,L3,L1,R0	L9,L4,L3,L1,L0,R0,R1
zwart/adj/de_morgen_20040308_01_124/533	krijt/noun;wit/adj	krijt/noun;wit/adj	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	een/det;krijt/noun;met/prep;waar/adv;wit/adj	een/det;krijt/noun;met/prep;waar/adv;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	krijt/noun;wit/adj	krijt/noun;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	een/det;krijt/noun;wit/adj	een/det;krijt/noun;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj	krijt/noun;wit/adj	krijt/noun;wit/adj	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	een/det;krijt/noun;met/prep;waar/adv;wit/adj	een/det;krijt/noun;met/prep;waar/adv;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	krijt/noun;wit/adj	krijt/noun;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	een/det;krijt/noun;wit/adj	een/det;krijt/noun;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj	R1,R2	R1,R2	L4,L2,R1,R2,R5,R7,R8,R9	L8,L6,L5,R1,R2,R4	L8,L6,L5,R1,R2,R4	L8,L6,L5,L4,L3,L2,L0,R1,R2,R4,R5,R6,R7,R8,R9	R1,R2	R1,R2	L4,L2,R1,R2	L5,R1,R2,R4	L5,R1,R2,R4	L5,L4,L2,L0,R1,R2,R4	R1,R2	R1,R2	L4,L2,R1,R2,R5,R7,R8,R9	L8,L6,L5,R1,R2,R4	L8,L6,L5,R1,R2,R4	L8,L6,L5,L4,L3,L2,L0,R1,R2,R4,R5,R6,R7,R8,R9	R1,R2	R1,R2	L4,L2,R1,R2	L5,R1,R2,R4	L5,R1,R2,R4	L5,L4,L2,L0,R1,R2,R4
zwart/adj/de_morgen_20040317_01_106/80	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det	chauffeur/noun;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;met/prep;vest/noun	kompaan/noun;lederen/adj;met/prep;vest/noun	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det	chauffeur/noun;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;met/prep;vest/noun	kompaan/noun;lederen/adj;met/prep;vest/noun	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep	L2,R0,R1,R6	L2,R0,R1,R6	L2,R0,R1,R6	L9,L8,L4,L2,L1,R0,R1,R5,R6	L9,L8,L4,L2,L1,R0,R1,R5,R6	L9,L8,L4,L2,L1,L0,R0,R1,R4,R5,R6	L2,R0,R1	L2,R0,R1	L2,R0,R1	L2,L1,R0,R1	L2,L1,R0,R1	L2,L1,L0,R0,R1,R4	L2,R0,R1,R6	L2,R0,R1,R6	L2,R0,R1,R6	L9,L8,L4,L2,L1,R0,R1,R5,R6	L9,L8,L4,L2,L1,R0,R1,R5,R6	L9,L8,L4,L2,L1,L0,R0,R1,R4,R5,R6	L2,R0,R1	L2,R0,R1	L2,R0,R1	L2,L1,R0,R1	L2,L1,R0,R1	L2,L1,L0,R0,R1,R4
zwart/adj/de_morgen_20040612_01_220/57			geleden/adj;jaar/noun;veroordeel/verb;word/verb	een/det;op/prep;veroordeel/verb	een/det;op/prep;veroordeel/verb	een/det;geleden/adj;jaar/noun;op/prep;veroordeel/verb;voor/prep;word/verb				een/det;op/prep	een/det;op/prep	een/det;op/prep;voor/prep			geleden/adj;jaar/noun;veroordeel/verb;voorwaardelijk/adj;word/verb	een/det;hij/pron;op/prep;veroordeel/verb	een/det;hij/pron;op/prep;veroordeel/verb	een/det;geleden/adj;hij/pron;jaar/noun;nu/adv;op/prep;veroordeel/verb;voor/prep;voorwaardelijk/adj;word/verb				een/det;op/prep	een/det;op/prep	een/det;nu/adv;op/prep;voor/prep;word/verb			L9,L7,L6,L5	L5,L3,L1,L0	L5,L3,L1,L0	L9,L7,L6,L5,L4,L3,L1,L0				L3,L1,L0	L3,L1,L0	L4,L3,L1,L0			L9,L7,L6,L5,R5,R7	L5,L3,L1,L0,R6	L5,L3,L1,L0,R6	L9,L7,L6,L5,L4,L3,L1,L0,R4,R5,R6,R7				L3,L1,L0	L3,L1,L0	L9,L4,L3,L1,L0,R4,R5
zwart/adj/de_standaard_19990416_01_93/377	geld/noun;lijk/verb;registreer/verb	geld/noun;lijk/verb;registreer/verb	geld/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	geld/noun;hun/det;lijk/verb;op/prep;registreer/verb	geld/noun;hun/det;lijk/verb;op/prep;registreer/verb	geld/noun;het/det;hun/det;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep				geld/noun;hun/det;op/prep	geld/noun;hun/det;op/prep	geld/noun;het/det;hun/det;op/prep;van/prep	bang/adj;ben/verb;fiche/noun;geld/noun;hand/noun;lijk/verb;registreer/verb	bang/adj;ben/verb;fiche/noun;geld/noun;hand/noun;lijk/verb;registreer/verb	bang/adj;ben/verb;fiche/noun;geld/noun;hand/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	bang/adj;ben/verb;de/det;fiche/noun;geld/noun;hand/noun;hun/det;in/prep;lijk/verb;op/prep;registreer/verb;zij/pron	bang/adj;ben/verb;de/det;fiche/noun;geld/noun;hand/noun;hun/det;in/prep;lijk/verb;op/prep;registreer/verb;zij/pron	bang/adj;ben/verb;de/det;fiche/noun;geld/noun;hand/noun;het/det;hun/det;in/prep;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep;zij/pron	bang/adj;ben/verb;geld/noun	bang/adj;ben/verb;geld/noun	bang/adj;ben/verb;geld/noun	bang/adj;ben/verb;geld/noun;hun/det;op/prep;zij/pron	bang/adj;ben/verb;geld/noun;hun/det;op/prep;zij/pron	bang/adj;ben/verb;geld/noun;het/det;hun/det;op/prep;van/prep;zij/pron	L9,L8,R0	L9,L8,R0	L9,L8,L6,L5,R0	L9,L8,L4,L0,R0	L9,L8,L4,L0,R0	L9,L8,L7,L6,L5,L4,L3,L1,L0,R0				L4,L0,R0	L4,L0,R0	L4,L3,L1,L0,R0	L9,L8,R0,R5,R6,R9	L9,L8,R0,R5,R6,R9	L9,L8,L6,L5,R0,R5,R6,R9	L9,L8,L4,L0,R0,R4,R5,R6,R8,R9	L9,L8,L4,L0,R0,R4,R5,R6,R8,R9	L9,L8,L7,L6,L5,L4,L3,L1,L0,R0,R4,R5,R6,R8,R9	R0,R5,R6	R0,R5,R6	R0,R5,R6	L4,L0,R0,R4,R5,R6	L4,L0,R0,R4,R5,R6	L4,L3,L1,L0,R0,R4,R5,R6
zwart/adj/de_standaard_19990604_01_77/209	lijst/noun;sta/verb	lijst/noun;sta/verb	lijst/noun;sta/verb;wil/verb;zeg/verb	de/det;lijst/noun;op/prep;sta/verb	de/det;lijst/noun;op/prep;sta/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb;zeg/verb	lijst/noun;sta/verb	lijst/noun;sta/verb	lijst/noun;sta/verb;wil/verb	de/det;lijst/noun;op/prep;sta/verb	de/det;lijst/noun;op/prep;sta/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb	lijst/noun;maak/verb;onderscheid/noun;sta/verb	lijst/noun;maak/verb;onderscheid/noun;sta/verb	lijst/noun;maak/verb;onderscheid/noun;sta/verb;wil/verb;zeg/verb	de/det;lijst/noun;maak/verb;onderscheid/noun;op/prep;sta/verb	de/det;lijst/noun;maak/verb;onderscheid/noun;op/prep;sta/verb	de/det;geen/det;je/pron;lijst/noun;maak/verb;men/pron;onderscheid/noun;op/prep;sta/verb;wil/verb;zeg/verb	lijst/noun;sta/verb	lijst/noun;sta/verb	lijst/noun;sta/verb;wil/verb	de/det;lijst/noun;op/prep;sta/verb	de/det;lijst/noun;op/prep;sta/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb	L2,R0	L2,R0	L2,R0,R3,R6	L2,L1,L0,R0	L2,L1,L0,R0	L2,L1,L0,R0,R2,R3,R6	L2,R0	L2,R0	L2,R0,R3	L2,L1,L0,R0	L2,L1,L0,R0	L2,L1,L0,R0,R2,R3	L9,L7,L2,R0	L9,L7,L2,R0	L9,L7,L2,R0,R3,R6	L9,L7,L2,L1,L0,R0	L9,L7,L2,L1,L0,R0	L9,L8,L7,L2,L1,L0,R0,R2,R3,R6	L2,R0	L2,R0	L2,R0,R3	L2,L1,L0,R0	L2,L1,L0,R0	L2,L1,L0,R0,R2,R3
