_id	_cws.zwart.foc10.nav.weight.bound	_cws.zwart.foc10.nav.selection.bound	_cws.zwart.foc10.nav.noweight.bound	_cws.zwart.foc10.all.weight.bound	_cws.zwart.foc10.all.selection.bound	_cws.zwart.foc10.all.noweight.bound	_cws.zwart.foc5.nav.weight.bound	_cws.zwart.foc5.nav.selection.bound	_cws.zwart.foc5.nav.noweight.bound	_cws.zwart.foc5.all.weight.bound	_cws.zwart.foc5.all.selection.bound	_cws.zwart.foc5.all.noweight.bound	_cws.zwart.foc10.nav.weight.nobound	_cws.zwart.foc10.nav.selection.nobound	_cws.zwart.foc10.nav.noweight.nobound	_cws.zwart.foc10.all.weight.nobound	_cws.zwart.foc10.all.selection.nobound	_cws.zwart.foc10.all.noweight.nobound	_cws.zwart.foc5.nav.weight.nobound	_cws.zwart.foc5.nav.selection.nobound	_cws.zwart.foc5.nav.noweight.nobound	_cws.zwart.foc5.all.weight.nobound	_cws.zwart.foc5.all.selection.nobound	_cws.zwart.foc5.all.noweight.nobound	_idxs.zwart.foc10.nav.weight.bound	_idxs.zwart.foc10.nav.selection.bound	_idxs.zwart.foc10.nav.noweight.bound	_idxs.zwart.foc10.all.weight.bound	_idxs.zwart.foc10.all.selection.bound	_idxs.zwart.foc10.all.noweight.bound	_idxs.zwart.foc5.nav.weight.bound	_idxs.zwart.foc5.nav.selection.bound	_idxs.zwart.foc5.nav.noweight.bound	_idxs.zwart.foc5.all.weight.bound	_idxs.zwart.foc5.all.selection.bound	_idxs.zwart.foc5.all.noweight.bound	_idxs.zwart.foc10.nav.weight.nobound	_idxs.zwart.foc10.nav.selection.nobound	_idxs.zwart.foc10.nav.noweight.nobound	_idxs.zwart.foc10.all.weight.nobound	_idxs.zwart.foc10.all.selection.nobound	_idxs.zwart.foc10.all.noweight.nobound	_idxs.zwart.foc5.nav.weight.nobound	_idxs.zwart.foc5.nav.selection.nobound	_idxs.zwart.foc5.nav.noweight.nobound	_idxs.zwart.foc5.all.weight.nobound	_idxs.zwart.foc5.all.selection.nobound	_idxs.zwart.foc5.all.noweight.nobound
zwart/adj/het_laatste_nieuws_19990312_01_134/91	continent/noun;komedie/noun	continent/noun;komedie/noun	continent/noun;komedie/noun;werk/verb	als/prep;continent/noun;de/det;in/prep;komedie/noun;waar/adv;zich/pron	als/prep;continent/noun;de/det;in/prep;komedie/noun;waar/adv;zich/pron	af/part;als/prep;continent/noun;de/det;het/det;in/prep;komedie/noun;waar/adv;werk/verb;zich/pron				continent/noun;in/prep;waar/adv;zich/pron	continent/noun;in/prep;waar/adv;zich/pron	af/part;continent/noun;het/det;in/prep;waar/adv;zich/pron	continent/noun;komedie/noun	continent/noun;komedie/noun	continent/noun;komedie/noun;werk/verb	als/prep;continent/noun;de/det;in/prep;komedie/noun;waar/adv;zich/pron	als/prep;continent/noun;de/det;in/prep;komedie/noun;waar/adv;zich/pron	af/part;als/prep;continent/noun;de/det;het/det;in/prep;komedie/noun;waar/adv;werk/verb;zich/pron				continent/noun;in/prep;waar/adv;zich/pron	continent/noun;in/prep;waar/adv;zich/pron	af/part;continent/noun;het/det;in/prep;waar/adv;zich/pron	L5,R0	L5,R0	L5,R0,R8	L6,L5,L3,L1,R0,R2,R6	L6,L5,L3,L1,R0,R2,R6	L6,L5,L3,L2,L1,L0,R0,R2,R6,R8				L3,L1,R0,R2	L3,L1,R0,R2	L3,L2,L1,L0,R0,R2	L5,R0	L5,R0	L5,R0,R8	L6,L5,L3,L1,R0,R2,R6	L6,L5,L3,L1,R0,R2,R6	L6,L5,L3,L2,L1,L0,R0,R2,R6,R8				L3,L1,R0,R2	L3,L1,R0,R2	L3,L2,L1,L0,R0,R2
zwart/adj/het_laatste_nieuws_20000308_01_451/19	beest/noun;zet/verb	beest/noun;zet/verb	beest/noun;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;zet/verb	beest/noun;zet/verb	beest/noun;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;zet/verb	beest/noun;zet/verb	beest/noun;nationaal/adj;zet/verb	beest/noun;in/prep;opzij/adv;zet/verb	beest/noun;in/prep;opzij/adv;zet/verb	beest/noun;in/prep;nationaal/adj;opzij/adv;zet/verb	beest/noun;zet/verb	beest/noun;zet/verb	beest/noun;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;opzij/adv;zet/verb	beest/noun;opzij/adv;zet/verb	L0,R0	L0,R0	L0,R0	L0,R0,R2	L0,R0,R2	L0,R0,R2	L0,R0	L0,R0	L0,R0	L0,R0,R2	L0,R0,R2	L0,R0,R2	L0,R0	L0,R0	L4,L0,R0	L0,R0,R2,R9	L0,R0,R2,R9	L4,L0,R0,R2,R9	L0,R0	L0,R0	L0,R0	L0,R0,R2	L0,R0,R2	L0,R0,R2
zwart/adj/het_laatste_nieuws_20000923_01_312/99	politie/noun;sta/verb;stip/noun	politie/noun;sta/verb;stip/noun	politie/noun;sta/verb;stip/noun	de/det;met/prep;op/prep;politie/noun;sta/verb;stip/noun	de/det;met/prep;op/prep;politie/noun;sta/verb;stip/noun	de/det;met/prep;op/prep;politie/noun;sta/verb;stip/noun;van/prep	sta/verb;stip/noun	sta/verb;stip/noun	sta/verb;stip/noun	met/prep;op/prep;sta/verb;stip/noun	met/prep;op/prep;sta/verb;stip/noun	met/prep;op/prep;sta/verb;stip/noun;van/prep	politie/noun;sta/verb;stip/noun	politie/noun;sta/verb;stip/noun	politie/noun;sta/verb;stip/noun	de/det;met/prep;op/prep;politie/noun;sta/verb;stip/noun	de/det;met/prep;op/prep;politie/noun;sta/verb;stip/noun	de/det;genoeg/det;met/prep;op/prep;politie/noun;sta/verb;stip/noun;van/prep	sta/verb;stip/noun	sta/verb;stip/noun	sta/verb;stip/noun	met/prep;op/prep;sta/verb;stip/noun	met/prep;op/prep;sta/verb;stip/noun	met/prep;op/prep;sta/verb;stip/noun;van/prep	L1,R0,R7	L1,R0,R7	L1,R0,R7	L8,L6,L5,L1,L0,R0,R1,R2,R5,R7	L8,L6,L5,L1,L0,R0,R1,R2,R5,R7	L9,L8,L6,L5,L1,L0,R0,R1,R2,R4,R5,R7	L1,R0	L1,R0	L1,R0	L6,L1,L0,R0,R1	L6,L1,L0,R0,R1	L9,L6,L1,L0,R0,R1,R4	L1,R0,R7	L1,R0,R7	L1,R0,R7	L8,L6,L5,L1,L0,R0,R1,R2,R5,R7	L8,L6,L5,L1,L0,R0,R1,R2,R5,R7	L9,L8,L6,L5,L1,L0,R0,R1,R2,R4,R5,R7	L1,R0	L1,R0	L1,R0	L6,L1,L0,R0,R1	L6,L1,L0,R0,R1	L9,L6,L1,L0,R0,R1,R4
zwart/adj/het_laatste_nieuws_20001103_01_405/74			ambulance/noun;rookpluim/noun;snel/verb	de/det;in/prep;rookpluim/noun;waar/adv	de/det;in/prep;rookpluim/noun;waar/adv	ambulance/noun;de/det;in/prep;naar/prep;rookpluim/noun;snel/verb;waar/adv				in/prep;rookpluim/noun;waar/adv	in/prep;rookpluim/noun;waar/adv	in/prep;rookpluim/noun;waar/adv	ben/verb;dader/noun;dood/adj;rookpluim/noun	ben/verb;dader/noun;dood/adj;rookpluim/noun	ambulance/noun;ben/verb;dader/noun;dood/adj;rookpluim/noun;snel/verb	ben/verb;dader/noun;de/det;dood/adj;in/prep;rookpluim/noun;waar/adv	ben/verb;dader/noun;de/det;dood/adj;in/prep;rookpluim/noun;waar/adv	ambulance/noun;ben/verb;dader/noun;de/det;dood/adj;in/prep;naar/prep;rookpluim/noun;snel/verb;van/prep;waar/adv				in/prep;rookpluim/noun;waar/adv	in/prep;rookpluim/noun;waar/adv	in/prep;rookpluim/noun;waar/adv			L9,L8,R0	L6,L3,L0,R0	L6,L3,L0,R0	L9,L8,L7,L6,L3,L0,R0				L3,L0,R0	L3,L0,R0	L3,L0,R0	R0,R7,R8	R0,R7,R8	L9,L8,R0,R7,R8	L6,L3,L0,R0,R5,R7,R8,R9	L6,L3,L0,R0,R5,R7,R8,R9	L9,L8,L7,L6,L3,L0,R0,R5,R7,R8,R9				L3,L0,R0	L3,L0,R0	L3,L0,R0
zwart/adj/het_laatste_nieuws_20001209_01_690/359			beest/noun;kwartfinale/noun;moet/verb	beest/noun;in/prep;zijn/det	beest/noun;in/prep;zijn/det	beest/noun;het/det;in/prep;kwartfinale/noun;moet/verb;naar/prep;wel/adv;zijn/det			beest/noun;moet/verb	beest/noun;zijn/det	beest/noun;zijn/det	beest/noun;het/det;moet/verb;naar/prep;wel/adv;zijn/det			beest/noun;finale/noun;front/noun;kwartfinale/noun;moet/verb;word/verb	beest/noun;de/det;in/prep;op/prep;zijn/det	beest/noun;de/det;in/prep;op/prep;zijn/det	beest/noun;de/det;finale/noun;front/noun;heel/adv;het/det;in/prep;kwartfinale/noun;moet/verb;naar/prep;op/prep;wel/adv;word/verb;zijn/det			beest/noun;moet/verb	beest/noun;op/prep;zijn/det	beest/noun;op/prep;zijn/det	beest/noun;het/det;moet/verb;naar/prep;op/prep;wel/adv;zijn/det			L5,L4,R0	L6,L0,R0	L6,L0,R0	L6,L5,L4,L3,L2,L1,L0,R0			L4,R0	L0,R0	L0,R0	L4,L3,L2,L1,L0,R0			L5,L4,R0,R8	L6,L0,R0,R6	L6,L0,R0,R6	L6,L5,L4,L3,L2,L1,L0,R0,R6,R8			L4,R0	L0,R0,R6	L0,R0,R6	L4,L3,L2,L1,L0,R0,R6
zwart/adj/het_laatste_nieuws_20010228_01_451/117	beest/noun;ben/verb;verleden/noun	beest/noun;ben/verb;verleden/noun	beest/noun;ben/verb;ploeg/noun;verleden/noun	beest/noun;ben/verb;in/prep;verleden/noun	beest/noun;ben/verb;in/prep;verleden/noun	beest/noun;ben/verb;het/det;in/prep;ons/det;ploeg/noun;verleden/noun;voor/prep			beest/noun;ploeg/noun			beest/noun;het/det;ons/det;ploeg/noun;voor/prep	beest/noun;ben/verb;verleden/noun	beest/noun;ben/verb;verleden/noun	beest/noun;ben/verb;er/noun;ploeg/noun;slaag/verb;trainer/noun;verleden/noun	als/prep;beest/noun;ben/verb;in/prep;verleden/noun	als/prep;beest/noun;ben/verb;in/prep;verleden/noun	als/prep;beest/noun;ben/verb;er/noun;het/det;ik/pron;in/prep;niet/adv;nog/adv;ons/det;ploeg/noun;slaag/verb;trainer/noun;verleden/noun;voor/prep			beest/noun;ploeg/noun;slaag/verb;trainer/noun	als/prep;beest/noun	als/prep;beest/noun	als/prep;beest/noun;het/det;ons/det;ploeg/noun;slaag/verb;trainer/noun;voor/prep	L6,L5,R0	L6,L5,R0	L6,L5,L1,R0	L8,L6,L5,R0	L8,L6,L5,R0	L8,L7,L6,L5,L3,L2,L1,L0,R0			L1,R0			L7,L3,L2,L1,L0,R0	L6,L5,R0	L6,L5,R0	L6,L5,L1,R0,R5,R6,R8	L8,L6,L5,R0,R4	L8,L6,L5,R0,R4	L8,L7,L6,L5,L3,L2,L1,L0,R0,R4,R5,R6,R7,R8,R9			L1,R0,R5,R6	R0,R4	R0,R4	L7,L3,L2,L1,L0,R0,R4,R5,R6
zwart/adj/het_laatste_nieuws_20010317_01_478/1549	ben/verb;strand/noun	ben/verb;strand/noun	ben/verb;meest/adj;onbereikbaar/adj;strand/noun	ben/verb;de/det;strand/noun	ben/verb;de/det;strand/noun	ben/verb;de/det;meest/adj;onbereikbaar/adj;strand/noun	ben/verb;strand/noun	ben/verb;strand/noun	ben/verb;meest/adj;onbereikbaar/adj;strand/noun	ben/verb;strand/noun	ben/verb;strand/noun	ben/verb;meest/adj;onbereikbaar/adj;strand/noun	ben/verb;strand/noun;zeldzaam/adj	ben/verb;strand/noun;zeldzaam/adj	ben/verb;meest/adj;onbereikbaar/adj;strand/noun;zeldzaam/adj	ben/verb;de/det;strand/noun;veeleer/adv;zeldzaam/adj	ben/verb;de/det;strand/noun;veeleer/adv;zeldzaam/adj	ben/verb;de/det;meest/adj;onbereikbaar/adj;strand/noun;veeleer/adv;zeldzaam/adj			meest/adj;onbereikbaar/adj;strand/noun			meest/adj;onbereikbaar/adj;strand/noun	L3,L2	L3,L2	L4,L3,L2,R1	L5,L3,L2	L5,L3,L2	L5,L4,L3,L2,R1	L3,L2	L3,L2	L4,L3,L2,R1	L3,L2	L3,L2	L4,L3,L2,R1	L3,L2,R7,R9	L3,L2,R7,R9	L4,L3,L2,R1,R7,R9	L5,L3,L2,R7,R8,R9	L5,L3,L2,R7,R8,R9	L5,L4,L3,L2,R1,R7,R8,R9			L4,L3,R1			L4,L3,R1
zwart/adj/het_laatste_nieuws_20010317_01_501/348	model/noun;ontwerper/noun;verf/verb	model/noun;ontwerper/noun;verf/verb	laat/verb;model/noun;ontwerper/noun;verf/verb	helemaal/adv;hun/det;model/noun;ontwerper/noun;verf/verb	helemaal/adv;hun/det;model/noun;ontwerper/noun;verf/verb	helemaal/adv;hun/det;laat/verb;model/noun;ontwerper/noun;verf/verb	model/noun;verf/verb	model/noun;verf/verb	laat/verb;model/noun;verf/verb	helemaal/adv;hun/det;model/noun;verf/verb	helemaal/adv;hun/det;model/noun;verf/verb	helemaal/adv;hun/det;laat/verb;model/noun;verf/verb	model/noun;ontwerper/noun;verf/verb	model/noun;ontwerper/noun;verf/verb	laat/verb;model/noun;ontwerper/noun;verf/verb	helemaal/adv;hun/det;model/noun;ontwerper/noun;verf/verb	helemaal/adv;hun/det;model/noun;ontwerper/noun;verf/verb	helemaal/adv;hun/det;laat/verb;model/noun;ontwerper/noun;verf/verb	model/noun;verf/verb	model/noun;verf/verb	laat/verb;model/noun;verf/verb	helemaal/adv;hun/det;model/noun;verf/verb	helemaal/adv;hun/det;model/noun;verf/verb	helemaal/adv;hun/det;laat/verb;model/noun;verf/verb	L7,L1,R0	L7,L1,R0	L7,L3,L1,R0	L7,L2,L1,L0,R0	L7,L2,L1,L0,R0	L7,L3,L2,L1,L0,R0	L1,R0	L1,R0	L3,L1,R0	L2,L1,L0,R0	L2,L1,L0,R0	L3,L2,L1,L0,R0	L7,L1,R0	L7,L1,R0	L7,L3,L1,R0	L7,L2,L1,L0,R0	L7,L2,L1,L0,R0	L7,L3,L2,L1,L0,R0	L1,R0	L1,R0	L3,L1,R0	L2,L1,L0,R0	L2,L1,L0,R0	L3,L2,L1,L0,R0
zwart/adj/het_laatste_nieuws_20011129_01_539/233			zondag/noun;zucht/verb	een/det;zondag/noun	een/det;zondag/noun	een/det;zondag/noun;zucht/verb			zondag/noun;zucht/verb	een/det;zondag/noun	een/det;zondag/noun	een/det;zondag/noun;zucht/verb			aantal/noun;individueel/adj;zege/noun;zondag/noun;zucht/verb	een/det;zondag/noun	een/det;zondag/noun	aantal/noun;een/det;het/det;individueel/adj;van/prep;voorbij/prep;zege/noun;zondag/noun;zucht/verb			zondag/noun;zucht/verb	een/det;zondag/noun	een/det;zondag/noun	een/det;van/prep;zondag/noun;zucht/verb			R0,R3	L0,R0	L0,R0	L0,R0,R3			R0,R3	L0,R0	L0,R0	L0,R0,R3			L9,L8,L7,R0,R3	L0,R0	L0,R0	L9,L8,L7,L6,L0,R0,R3			R0,R3	L0,R0	L0,R0	L6,L0,R0,R3
zwart/adj/het_laatste_nieuws_20020409_01_13/88	bekend/adj;punt/noun;sta/verb	bekend/adj;punt/noun;sta/verb	bekend/adj;file/noun;punt/noun;regio/noun;sta/verb	als/prep;bekend/adj;de/det;een/det;in/prep;punt/noun;sta/verb	als/prep;bekend/adj;de/det;een/det;in/prep;punt/noun;sta/verb	als/prep;bekend/adj;de/det;een/det;file/noun;in/prep;punt/noun;regio/noun;sta/verb	bekend/adj;punt/noun;sta/verb	bekend/adj;punt/noun;sta/verb	bekend/adj;punt/noun;regio/noun;sta/verb	als/prep;bekend/adj;een/det;punt/noun;sta/verb	als/prep;bekend/adj;een/det;punt/noun;sta/verb	als/prep;bekend/adj;een/det;punt/noun;regio/noun;sta/verb	bekend/adj;ben/verb;kruispunt/noun;punt/noun;sta/verb	bekend/adj;ben/verb;kruispunt/noun;punt/noun;sta/verb	bekend/adj;ben/verb;file/noun;kruispunt/noun;punt/noun;regio/noun;sta/verb;werk/noun	als/prep;bekend/adj;ben/verb;de/det;een/det;in/prep;kruispunt/noun;punt/noun;sta/verb	als/prep;bekend/adj;ben/verb;de/det;een/det;in/prep;kruispunt/noun;punt/noun;sta/verb	aan/prep;als/prep;bekend/adj;ben/verb;bovendien/adv;de/det;een/det;file/noun;het/det;in/prep;kruispunt/noun;punt/noun;regio/noun;sta/verb;van/prep;werk/noun	bekend/adj;ben/verb;punt/noun;sta/verb	bekend/adj;ben/verb;punt/noun;sta/verb	bekend/adj;ben/verb;punt/noun;regio/noun;sta/verb	als/prep;bekend/adj;ben/verb;de/det;een/det;punt/noun;sta/verb	als/prep;bekend/adj;ben/verb;de/det;een/det;punt/noun;sta/verb	als/prep;bekend/adj;ben/verb;bovendien/adv;de/det;een/det;punt/noun;regio/noun;sta/verb	L3,L2,R0	L3,L2,R0	L9,L4,L3,L2,R0	L6,L5,L3,L2,L1,L0,R0	L6,L5,L3,L2,L1,L0,R0	L9,L6,L5,L4,L3,L2,L1,L0,R0	L3,L2,R0	L3,L2,R0	L4,L3,L2,R0	L3,L2,L1,L0,R0	L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L3,L2,R0,R5	L3,L2,R0,R5	L9,L4,L3,L2,R0,R5,R7	L6,L5,L3,L2,L1,L0,R0,R5,R6	L6,L5,L3,L2,L1,L0,R0,R5,R6	L9,L6,L5,L4,L3,L2,L1,L0,R0,R4,R5,R6,R7,R8,R9	L3,L2,R0,R5	L3,L2,R0,R5	L4,L3,L2,R0,R5	L5,L3,L2,L1,L0,R0,R5,R6	L5,L3,L2,L1,L0,R0,R5,R6	L5,L4,L3,L2,L1,L0,R0,R4,R5,R6
zwart/adj/het_laatste_nieuws_20020504_01_544/201	badpak/noun;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;een/det;met/prep;op/prep;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;een/det;met/prep;op/prep;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;een/det;met/prep;op/prep;paar/noun;sier/verb;streep/noun;van/prep;wit/adj	badpak/noun;paar/noun;streep/noun;wit/adj	badpak/noun;paar/noun;streep/noun;wit/adj	badpak/noun;paar/noun;streep/noun;wit/adj	badpak/noun;een/det;op/prep;paar/noun;streep/noun;wit/adj	badpak/noun;een/det;op/prep;paar/noun;streep/noun;wit/adj	badpak/noun;een/det;op/prep;paar/noun;streep/noun;van/prep;wit/adj	badpak/noun;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;euro/noun;hoef/verb;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;een/det;met/prep;op/prep;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;een/det;met/prep;op/prep;paar/noun;sier/verb;streep/noun;wit/adj	badpak/noun;een/det;euro/noun;het/det;hoef/verb;met/prep;niet/adv;op/prep;paar/noun;sier/verb;streep/noun;van/prep;wit/adj	badpak/noun;paar/noun;streep/noun;wit/adj	badpak/noun;paar/noun;streep/noun;wit/adj	badpak/noun;paar/noun;streep/noun;wit/adj	badpak/noun;een/det;op/prep;paar/noun;streep/noun;wit/adj	badpak/noun;een/det;op/prep;paar/noun;streep/noun;wit/adj	badpak/noun;een/det;op/prep;paar/noun;streep/noun;van/prep;wit/adj	L8,L4,L3,L2,R0	L8,L4,L3,L2,R0	L8,L4,L3,L2,R0	L8,L6,L5,L4,L3,L2,L1,L0,R0	L8,L6,L5,L4,L3,L2,L1,L0,R0	L8,L6,L5,L4,L3,L2,L1,L0,R0,R1	L4,L3,L2,R0	L4,L3,L2,R0	L4,L3,L2,R0	L5,L4,L3,L2,L1,L0,R0	L5,L4,L3,L2,L1,L0,R0	L5,L4,L3,L2,L1,L0,R0,R1	L8,L4,L3,L2,R0	L8,L4,L3,L2,R0	L8,L4,L3,L2,R0,R7	L8,L6,L5,L4,L3,L2,L1,L0,R0	L8,L6,L5,L4,L3,L2,L1,L0,R0	L8,L6,L5,L4,L3,L2,L1,L0,R0,R1,R7	L4,L3,L2,R0	L4,L3,L2,R0	L4,L3,L2,R0	L5,L4,L3,L2,L1,L0,R0	L5,L4,L3,L2,L1,L0,R0	L5,L4,L3,L2,L1,L0,R0,R1
zwart/adj/het_laatste_nieuws_20020528_01_325/245	man/noun;verkracht/verb	man/noun;verkracht/verb	kan/verb;kritiek/noun;man/noun;middel/noun;pers/noun;verkracht/verb	de/det;een/det;man/noun;op/prep;verkracht/verb	de/det;een/det;man/noun;op/prep;verkracht/verb	bij/prep;de/det;een/det;kan/verb;kritiek/noun;man/noun;middel/noun;op/prep;pers/noun;van/prep;verkracht/verb			kan/verb;man/noun;middel/noun;pers/noun	een/det;man/noun	een/det;man/noun	bij/prep;een/det;kan/verb;man/noun;middel/noun;pers/noun;van/prep	man/noun;verkracht/verb	man/noun;verkracht/verb	kan/verb;kritiek/noun;man/noun;middel/noun;pers/noun;verkracht/verb	de/det;een/det;man/noun;op/prep;verkracht/verb	de/det;een/det;man/noun;op/prep;verkracht/verb	bij/prep;de/det;een/det;kan/verb;kritiek/noun;man/noun;middel/noun;op/prep;pers/noun;van/prep;verkracht/verb			kan/verb;man/noun;middel/noun;pers/noun	een/det;man/noun	een/det;man/noun	bij/prep;een/det;kan/verb;man/noun;middel/noun;pers/noun;van/prep	L9,L4	L9,L4	L9,L4,L2,R2,R3,R5	L9,L8,L7,L5,L4,L0	L9,L8,L7,L5,L4,L0	L9,L8,L7,L5,L4,L3,L2,L1,L0,R2,R3,R5			L4,L2,R2,R3	L5,L4,L0	L5,L4,L0	L5,L4,L3,L2,L1,L0,R2,R3	L9,L4	L9,L4	L9,L4,L2,R2,R3,R5	L9,L8,L7,L5,L4,L0	L9,L8,L7,L5,L4,L0	L9,L8,L7,L5,L4,L3,L2,L1,L0,R2,R3,R5			L4,L2,R2,R3	L5,L4,L0	L5,L4,L0	L5,L4,L3,L2,L1,L0,R2,R3
zwart/adj/het_laatste_nieuws_20020719_01_13/62			ga/verb;nummerplaat/noun	een/det;met/prep;nummerplaat/noun	een/det;met/prep;nummerplaat/noun	een/det;ga/verb;het/det;met/prep;nummerplaat/noun;om/prep			ga/verb;nummerplaat/noun	een/det;met/prep;nummerplaat/noun	een/det;met/prep;nummerplaat/noun	een/det;ga/verb;het/det;met/prep;nummerplaat/noun;om/prep	ben/verb;nummerplaat/noun	ben/verb;nummerplaat/noun	ben/verb;ga/verb;nummerplaat/noun	ben/verb;de/det;een/det;in/prep;met/prep;nummerplaat/noun	ben/verb;de/det;een/det;in/prep;met/prep;nummerplaat/noun	ben/verb;de/det;een/det;ga/verb;het/det;in/prep;met/prep;nummerplaat/noun;om/prep			ga/verb;nummerplaat/noun	een/det;met/prep;nummerplaat/noun	een/det;met/prep;nummerplaat/noun	een/det;ga/verb;het/det;met/prep;nummerplaat/noun;om/prep			L2,R3	L0,R2,R3	L0,R2,R3	L3,L2,L1,L0,R2,R3			L2,R3	L0,R2,R3	L0,R2,R3	L3,L2,L1,L0,R2,R3	R3	R3	L2,R3	L8,L0,R2,R3,R9	L8,L0,R2,R3,R9	L8,L3,L2,L1,L0,R2,R3,R9			L2,R3	L0,R2,R3	L0,R2,R3	L3,L2,L1,L0,R2,R3
zwart/adj/het_laatste_nieuws_20020913_01_478/344			bedrijf/noun;failliet/adj;ga/verb;krijg/verb;piet/noun	de/det;piet/noun	de/det;piet/noun	bedrijf/noun;de/det;failliet/adj;ga/verb;het/det;krijg/verb;piet/noun;van/prep			krijg/verb;piet/noun	de/det;piet/noun	de/det;piet/noun	de/det;krijg/verb;piet/noun;van/prep	midden/noun;piet/noun	midden/noun;piet/noun	bedrijf/noun;failliet/adj;ga/verb;krijg/verb;midden/noun;piet/noun	de/det;in/prep;midden/noun;piet/noun	de/det;in/prep;midden/noun;piet/noun	bedrijf/noun;de/det;failliet/adj;ga/verb;het/det;in/prep;krijg/verb;midden/noun;piet/noun;van/prep			krijg/verb;piet/noun	de/det;piet/noun	de/det;piet/noun	de/det;krijg/verb;piet/noun			L8,L7,L5,L2,R0	L0,R0	L0,R0	L9,L8,L7,L5,L2,L0,R0,R1			L2,R0	L0,R0	L0,R0	L2,L0,R0,R1	R0	R0	L8,L7,L5,L2,R0	L0,R0,R8	L0,R0,R8	L9,L8,L7,L5,L2,L0,R0,R1,R8,R9			L2,R0	L0,R0	L0,R0	L2,L0,R0
zwart/adj/het_laatste_nieuws_20031127_01_138/304													ben/verb;lijst/noun	ben/verb;lijst/noun	ben/verb;euro/noun;gewoon/adj;lijst/noun;onvoorstelbaar/adj;probleem/noun;schade/noun;wil/verb	ben/verb;de/det;lijst/noun	ben/verb;de/det;lijst/noun	aan/prep;ben/verb;de/det;deze/det;euro/noun;gewoon/adj;lijst/noun;onvoorstelbaar/adj;probleem/noun;schade/noun;wil/verb			gewoon/adj;lijst/noun;onvoorstelbaar/adj;probleem/noun;wil/verb			aan/prep;deze/det;gewoon/adj;lijst/noun;onvoorstelbaar/adj;probleem/noun;wil/verb													L9,R0	L9,R0	L9,L5,L4,R0,R5,R6	L9,R0,R7	L9,R0,R7	L9,L5,L4,R0,R3,R4,R5,R6,R7			L5,L4,R0,R5,R6			L5,L4,R0,R3,R4,R5,R6
